Category: All categories,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Day,Major depressive disorder: (Israel),Anxiety: (Israel),Loneliness: (Israel),Sadness: (Israel),Panic attack: (Israel),Suicide: (Israel),Post-traumatic stress disorder: (Israel),Psychological trauma: (Israel),Bipolar disorder: (Israel),Psychologist: (Israel),Psychiatrist: (Israel),Clonazepam: (Israel),Escitalopram: (Israel),Antidepressant: (Israel)
27/09/2021,32,54,0,39,0,8,0,0,7,55,0,0,0,0
28/09/2021,0,55,0,56,0,10,0,0,0,37,0,0,40,0
29/09/2021,45,38,30,48,0,10,0,0,0,48,25,0,31,0
30/09/2021,41,56,0,52,0,11,0,0,0,73,42,0,0,0
01/10/2021,49,58,0,58,0,11,0,0,0,62,0,0,0,0
02/10/2021,0,75,0,47,0,0,0,0,0,40,0,35,31,0
03/10/2021,37,61,28,90,0,7,0,0,0,53,32,0,32,0
04/10/2021,25,63,0,59,0,9,0,0,0,46,33,0,26,0
05/10/2021,0,91,31,54,29,11,6,6,0,74,33,0,35,0
06/10/2021,41,80,0,37,26,0,0,0,0,65,38,0,0,0
07/10/2021,51,86,0,27,0,8,0,9,0,37,0,30,0,0
08/10/2021,33,52,0,57,0,10,0,0,0,32,0,0,0,0
09/10/2021,49,74,0,0,0,11,0,0,0,59,0,0,0,0
10/10/2021,32,62,25,0,0,7,0,8,6,61,26,0,37,0
11/10/2021,42,75,0,57,0,9,0,9,0,69,34,0,33,0
12/10/2021,40,79,34,47,0,20,0,6,0,63,34,0,0,0
13/10/2021,60,76,0,38,0,16,0,0,0,95,0,0,33,0
14/10/2021,28,39,0,40,0,12,0,0,0,82,61,0,0,0
15/10/2021,44,46,0,43,0,13,0,0,0,44,0,0,35,0
16/10/2021,0,83,0,47,0,0,8,0,0,55,0,0,0,0
17/10/2021,29,91,0,58,0,9,0,0,0,71,0,0,0,0
18/10/2021,30,78,0,60,0,10,7,0,0,50,39,0,0,0
19/10/2021,44,63,25,34,0,12,0,0,0,64,35,0,0,0
20/10/2021,46,51,0,52,0,8,0,7,0,59,37,0,26,0
21/10/2021,55,62,0,35,0,11,0,7,0,47,27,0,35,0
22/10/2021,45,50,43,54,0,0,0,0,0,32,0,0,0,0
23/10/2021,52,73,0,50,0,12,0,0,0,49,0,0,0,0
24/10/2021,60,64,0,48,0,12,6,0,0,82,48,35,30,0
25/10/2021,52,80,0,32,0,9,0,0,0,80,44,0,41,0
26/10/2021,42,55,0,28,0,8,6,0,0,78,61,0,37,0
27/10/2021,48,70,30,33,0,9,0,0,0,45,44,0,41,0
28/10/2021,67,56,0,43,0,12,0,0,0,50,28,0,0,0
29/10/2021,40,74,38,42,0,9,0,0,0,40,0,0,36,0
30/10/2021,50,71,44,39,0,10,0,0,0,62,0,0,46,0
31/10/2021,43,63,0,29,0,6,0,0,0,64,32,0,0,0
01/11/2021,43,53,0,24,0,9,0,0,0,66,26,0,41,0
02/11/2021,34,66,28,40,0,9,0,0,0,54,0,25,37,0
03/11/2021,45,44,34,25,0,7,0,0,0,37,0,0,0,0
04/11/2021,46,80,0,38,0,0,0,0,0,56,31,0,0,0
05/11/2021,31,48,32,0,0,7,0,0,0,53,0,0,0,0
06/11/2021,78,82,42,0,0,11,8,11,0,89,0,0,60,0
07/11/2021,39,57,32,28,0,11,0,0,0,74,0,0,0,0
08/11/2021,33,73,0,32,0,0,8,0,0,84,29,0,0,0
09/11/2021,55,72,25,38,0,8,0,6,0,70,45,0,33,0
10/11/2021,49,94,32,49,24,10,0,0,0,64,36,0,29,0
11/11/2021,58,69,0,67,0,9,0,0,6,63,35,0,40,0
12/11/2021,42,79,45,41,0,16,0,0,0,0,0,0,0,0
13/11/2021,52,73,43,44,0,12,0,0,0,49,42,0,0,0
14/11/2021,35,50,0,30,0,0,0,0,0,78,49,0,0,0
15/11/2021,49,64,0,41,0,8,7,6,0,66,39,0,37,0
16/11/2021,48,65,0,31,0,9,0,8,0,70,30,0,0,0
17/11/2021,39,56,40,31,0,10,7,0,0,42,54,0,32,0
18/11/2021,31,43,0,33,0,23,0,0,0,44,28,0,0,0
19/11/2021,0,51,0,62,0,10,7,0,0,42,0,0,0,0
20/11/2021,44,58,0,41,0,14,0,0,0,52,0,0,32,0
21/11/2021,33,81,32,37,0,9,0,0,6,52,36,31,31,0
22/11/2021,31,72,27,46,0,11,0,0,0,57,37,28,0,0
23/11/2021,50,66,45,39,0,7,0,0,0,80,30,0,0,0
24/11/2021,37,56,0,57,0,7,6,6,0,49,0,0,0,0
25/11/2021,30,61,0,42,0,7,7,0,0,54,0,0,30,0
26/11/2021,34,53,0,34,0,0,0,0,0,50,0,0,0,0
27/11/2021,56,0,40,48,45,9,0,0,0,60,30,0,0,0
28/11/2021,42,48,0,54,0,0,0,0,0,68,46,0,0,0
29/11/2021,44,53,0,37,0,7,7,6,0,63,0,0,29,0
30/11/2021,47,78,30,0,0,12,0,0,0,60,43,0,0,0
01/12/2021,46,53,32,40,0,14,0,0,0,47,0,24,0,0
02/12/2021,36,63,0,55,0,16,0,0,0,44,40,0,30,0
03/12/2021,46,47,0,65,0,8,0,0,0,43,0,0,0,0
04/12/2021,40,59,0,38,0,8,0,0,0,40,0,0,0,0
05/12/2021,56,55,30,37,0,12,0,0,0,61,25,0,0,0
06/12/2021,45,70,25,33,0,9,7,9,0,78,48,0,0,0
07/12/2021,40,86,31,32,0,10,8,6,7,61,34,0,45,0
08/12/2021,76,59,41,64,0,10,0,0,0,37,63,0,0,0
09/12/2021,64,75,0,51,0,16,0,0,0,51,34,0,0,0
10/12/2021,48,48,35,45,0,16,0,0,0,46,0,0,0,0
11/12/2021,81,37,38,55,0,13,0,0,0,44,0,0,0,0
12/12/2021,47,75,0,67,0,12,6,6,0,64,36,0,0,0
13/12/2021,48,55,27,52,0,11,0,0,0,54,42,0,35,0
14/12/2021,50,65,0,29,0,9,7,7,0,54,31,0,26,0
15/12/2021,30,81,0,0,0,11,6,7,0,61,42,0,0,0
16/12/2021,31,72,0,67,0,0,0,6,0,58,31,0,27,0
17/12/2021,39,54,0,31,37,0,0,0,0,33,0,0,31,0
18/12/2021,0,72,32,36,0,9,0,0,0,46,0,0,0,0
19/12/2021,36,58,26,34,0,7,0,0,0,34,0,0,0,0
20/12/2021,46,66,0,57,0,11,6,0,0,59,37,0,0,0
21/12/2021,34,64,0,24,0,6,0,6,0,69,35,0,0,0
22/12/2021,50,74,24,32,0,17,0,0,0,48,0,0,25,0
23/12/2021,35,48,32,40,0,13,0,0,0,55,30,26,0,0
24/12/2021,0,74,0,54,0,10,7,0,0,50,0,0,0,0
25/12/2021,60,100,0,50,0,8,0,0,0,65,0,0,0,0
26/12/2021,45,82,27,40,0,10,0,0,0,44,0,0,0,0
27/12/2021,46,71,28,30,0,100,0,8,0,69,28,0,0,0
28/12/2021,45,84,31,27,0,34,0,0,0,70,36,0,0,0
29/12/2021,52,70,0,34,0,15,6,0,0,46,37,0,0,0
30/12/2021,37,74,0,45,0,27,0,0,0,40,45,0,0,0
31/12/2021,64,68,0,70,0,20,0,0,0,34,0,0,45,0
01/01/2022,74,78,0,37,0,20,0,0,0,57,0,0,0,0
02/01/2022,34,80,0,59,26,20,0,5,0,60,48,0,0,0
03/01/2022,50,71,0,37,0,20,5,0,5,79,28,0,0,0
04/01/2022,39,65,0,40,0,13,0,0,0,47,39,0,0,0
05/01/2022,38,58,0,41,0,12,0,0,0,74,41,0,0,0
06/01/2022,0,83,0,29,0,13,0,0,0,55,32,0,0,0
07/01/2022,34,56,0,44,0,14,0,7,7,0,0,0,44,0
